Set,Fold,"Confusion Matrix [0, 0]","Confusion Matrix [0, 1]","Confusion Matrix [1, 0]","Confusion Matrix [1, 1]",Accuracy,Mean Accuracy,Precision,Recall,F1 Score
Train,0,228,34,122,244,0.7515923566878981,0.7684478371501272,0.7645632065775951,0.7684478371501272,0.7514310071854828
Val,0,23,7,16,25,0.676056338028169,0.6882113821138212,0.6854967948717949,0.6882113821138212,0.6757990867579908
