Set,Fold,"Confusion Matrix [0, 0]","Confusion Matrix [0, 1]","Confusion Matrix [1, 0]","Confusion Matrix [1, 1]",Accuracy,Mean Accuracy,Precision,Recall,F1 Score
Train,0,261,1,0,366,0.9984076433121019,0.9980916030534351,0.9986376021798364,0.9980916030534351,0.9983618488153403
Val,0,26,4,6,35,0.8591549295774648,0.8601626016260162,0.8549679487179487,0.8601626016260162,0.8568548387096775
