Set,Fold,"Confusion Matrix [0, 0]","Confusion Matrix [0, 1]","Confusion Matrix [1, 0]","Confusion Matrix [1, 1]",Accuracy,Mean Accuracy,Precision,Recall,F1 Score
Train,0,256,6,88,278,0.8503184713375797,0.868331039085638,0.8615296429741238,0.868331039085638,0.8501345519167302
Val,0,25,5,16,25,0.704225352112676,0.7215447154471545,0.7215447154471545,0.7215447154471545,0.7042253521126761
